text,label,,,,,"0=negative, 1=neutral, 2=positive"
Ísland fer upp um eitt sæti,2,,,,,
Svala Björgvins: „Reyndi allt til að við myndum ekki gera þetta“,1,,,,,
Ísland spilar bara fyrir heiðurinn og kannski skömmina,1,,,,,
Björk vill að Ísland sniðgangi Eurovision,0,,,,,
Engin strokleðursguðfræði,1,,,,,
Elskar Ísland en segir að ekkert jafnist á við Brasilíu,0,,,,,
„Kynþroskinn er svo Svarti–Péturinn“,1,,,,,
Ætlum að vinna þær aftur,1,,,,,
Heilsan fín en auðvitað þreyta,1,,,,,
Deilt um kosningaloforð á þingi,1,,,,,
Svartfjallaland reyndist Íslandi erfitt,0,,,,,
Þetta gerist þegar við mætum ekki til leiks,1,,,,,
Þorskastríðin fléttuðust óvænt inn,1,,,,,
Hefði verið kraftaverk að komast þangað,1,,,,,
Þráir að fara til Íslands,0,,,,,
Markvörðurinn þeirra sagði að ég væri pirrandi,0,,,,,
Ofuráhersla á skandala og dómsmál,0,,,,,
Kröfðu íslenska liðið um afsökunarbeiðni,0,,,,,
Umfang landamæraeftirlitsins stóreykst,0,,,,,
„Kannski er ég að fara að hitta einhverja konu“,1,,,,,
Myndskeið: Tilþrif Martins,1,,,,,
Fjórir handteknir í tveimur stórum fíkniefnamálum,0,,,,,
Það var brekka andlega,0,,,,,
Fleiri börn og meiri neysla: Tólf ára jafnvel í vanda,0,,,,,
Síminn hækkar verð um áramót,1,,,,,
„Sorglegt að hugsa til þeirrar stöðu sem félagið er komið í“,0,,,,,
Þátttaka Ísraels í Eurovison rædd í Genf,1,,,,,
Þá eigum við góða möguleika,2,,,,,
Munu „elta rússneska kafbáta“ við Ísland,1,,,,,
Þarf að hafa áhyggjur af Kína?,1,,,,,
Dorrit lamdi innbrotsþjóf í klessu,0,,,,,
Ruglaðasta augnablik ferilsins,0,,,,,
Högni lifir drauminn í Hollywood,2,,,,,
Með kápuna á báðum öxlum,1,,,,,
Lokaverkefni í meistaranámi á miðju HM,1,,,,,
Ævintýri jólasveinsins á Íslandi slær í gegn á TikTok,1,,,,,
Það er mjög skrítið,0,,,,,
Segir soninn fara aðrar leiðir,1,,,,,
Getum klárlega stolið einhverjum stigum,2,,,,,
Getum unnið öll þessi lið,2,,,,,
Búin að læra mjög mikið á stuttum tíma,2,,,,,
Sló sextán ára gamalt Íslandsmet,2,,,,,
Vitum nákvæmlega hvernig Ísland spilar,1,,,,,
Snorri vill senda hælisleitendur til þriðju ríkja,1,,,,,
Væri stórslys að tapa fyrir Íslandi,0,,,,,
Hrólfur kemur sér í ótrúlegustu vandræði,0,,,,,
Serbar skelltu Spánverjum í Dortmund,1,,,,,
Allir aðrir komu vel undan riðlakeppninni,1,,,,,
Ísland áfram í A-deild eftir stórsigur,1,,,,,
Vildum skrifa þann kafla í söguna,1,,,,,
Öflugir Bretar lögðu Íslendinga í Laugardalnum,1,,,,,
Ljóst hver mótherjinn er á þriðjudaginn,1,,,,,
Maður fór í gegnum allar þessar tilfinningar,1,,,,,
Ógeðslega mikið högg,0,,,,,
Ísland er fallegt en ískalt,1,,,,,
Dómararnir misstu svolítið tökin,0,,,,,
Betra en heimasigur á móti Bretlandi,2,,,,,
Þurfum að hefna fyrir þetta,0,,,,,
Leiktímar komnir hjá íslenska landsliðinu á HM,1,,,,,
Með fangið fullt af íssamlokum,1,,,,,
Skoða stöðuna eftir dreifingu fréttarinnar,1,,,,,
Að verja fullveldið,1,,,,,
Instagram: Sunneva Eir og Birgitta Líf toppuðu sig,1,,,,,
Ótrúleg sala á sjónvörpum,2,,,,,
„Tákn um samstöðu og framtíðarsýn“,1,,,,,
Ilmurinn af eplunum minnir á jólin,1,,,,,
Færeyingarnir fögnuðu sínu liði,1,,,,,
Hæstiréttur á grammið,1,,,,,
Þorgerður opnaði nýtt sendiráð Íslands á Spáni,1,,,,,
Gestir utan ESB greiða hærra miðaverð,1,,,,,
Gærkvöldið var erfitt og þungt,0,,,,,
Frábær tilfinning að vera á toppnum,2,,,,,
Fékk gæsahúð um allan líkamann,0,,,,,
Yfirvegaðir og sterkir,2,,,,,
Myndir: Alþjóðlegur samstöðufundur í Norræna húsinu,1,,,,,
Stór áskorun á morgun,1,,,,,
Nokkrir leikmenn Íslands brotnuðu niður,0,,,,,
Forsetinn brjálaður eftir leikinn við Ísland,0,,,,,
Hvers vegna var peningaseðill á vellinum?,1,,,,,
Minntum hana á að hún er geggjuð,0,,,,,
Treysti henni fyrir lífi mínu,2,,,,,
Var brjáluð í stúkunni,0,,,,,
Geðveikt en samt svo ömurlegt,0,,,,,
Leikmannahópurinn fyrir úrslitaleikinn klár,2,,,,,
Millifærslusvik aukist talsvert milli ára,0,,,,,
Stórsigur og Ísland í milliriðil,2,,,,,
Ísland gegn Færeyjum á HM á þriðjudaginn?,1,,,,,
Mjög sérstakur handbolti,2,,,,,
Forsetabikarinn drepleiðinlegur síðast,0,,,,,
Myndskeið: Lýsandinn orðlaus í endurkomu í riðli Íslands,1,,,,,
Alfreð lagði mikið á sig fyrir íslensku stelpurnar,1,,,,,
Góður séns á móti Serbíu,2,,,,,
"„Fyrstu jólin eru alltaf sérstök, alveg sama hvernig þau eru“",2,,,,,
Serbneskur miðill fór með rangt mál um Ísland,0,,,,,
Land Rover efnir til keppni fyrir áhugamenn,1,,,,,
Hrósaði íslenska liðinu,2,,,,,
Býst við rosalega erfiðum leik gegn Íslandi,1,,,,,
Bókun 35 úr nefnd: „Eins og að kyssa vöndinn“,1,,,,,
Grátlegur endir á magnaðri endurkomu,0,,,,,
Færeyingar skelltu Spánverjum,0,,,,,
„Ég er gráti nær“,1,,,,,
Díana notaði óvenjuleg orð yfir landsliðið,1,,,,,
Öskruðum eins og við gátum á bekknum,1,,,,,
"Útgeislun, samstaða og fengum húsið með",1,,,,,
Arnar reifst við Serba: Það var hiti í mér,0,,,,,
Drottning í norðanstreng,1,,,,,
„Við erum mjög brennd í þessum málaflokki“,2,,,,,
„Minningarnar brenna eins og sígaretta“,1,,,,,
Rússland veit að NATO er tilbúið,0,,,,,
Stangarskotum frá stigi gegn Dönum,1,,,,,
Ísland stóð vel í sterkum Þjóðverjum,2,,,,,
Lék fyrsta leik á stórmóti: Þetta var æðislegt,2,,,,,
Stjórn Rúv vill vísa Ísrael úr Eurovision,0,,,,,
Langþráð augnablik: Þetta var dásamlegt,2,,,,,
Töluvert öðruvísi fyrir mig en fyrir ári,1,,,,,
Tólf marka sigur hjá Serbum,1,,,,,
"Fæðuöryggi, fiskeldi og 250 milljarðar",1,,,,,
Rutte heimsækir Ísland í dag,1,,,,,
„Þetta er ekki hefðbundið íslenskt landslið“,1,,,,,
Fælingarmáttur í að byggja upp innviði,1,,,,,
Munu neyðast til að hætta rekstri,1,,,,,
Lengi að ná sér niður og sofnuðu seint,1,,,,,
Segir Ísland einnig á fremstu víglínu,1,,,,,
Mikið adrenalín eftir leik,1,,,,,
Ræddi stöðu Íslands við utanríkismálanefnd,1,,,,,
Magnaður sigur Íslands á Ítalíu,1,,,,,
Án efa stærsti leikur sem ég hef spilað,1,,,,,
Bjó aðeins í einn mánuð á Íslandi,1,,,,,
Getum náð í góð úrslit,2,,,,,
Úr torfkofa til metorða,2,,,,,
Tæpu leikmennirnir æfðu í dag,1,,,,,
Ástæðan fyrir því að maður er í þessu,1,,,,,
Krúttíbúð til leigu í Frederiksberg,1,,,,,
Ný keppni í skugga samstarfsslita,1,,,,,
Það vill enginn lesa leiðinlegar bækur,1,,,,,
Brosti út að eyrum og hringdi í mömmu og pabba,2,,,,,
Stærsti styrkur í sögu Sjávarklasans,1,,,,,
Skrítnar villur í texta um Ísland,1,,,,,
Sjokk og spenna að vera valin,2,,,,,
Krefjandi fyrsti leikur í Stuttgart,0,,,,,
25 Íslendingar gegn 6.000 Þjóðverjum,1,,,,,
Gul viðvörun vegna storms og hríðar,1,,,,,
Alls ekki það fyrsta sem ég hugsaði,1,,,,,
Tveir lykilmenn fjarverandi hjá Íslandi,1,,,,,
Sjóður tengdur stofnanda Walmart styrkir Sjávarklasann,1,,,,,
Ætla að senda skýr skilaboð gegn Íslandi,1,,,,,
Þjóðverjinn hrósaði íslenska liðinu,2,,,,,
Það verða allir á móti manni,0,,,,,
Ný hljómplötuverksmiðja,1,,,,,
Ísland færist nær hringiðu erlendra brotahópa,0,,,,,
Glæsilegur árangur í Finnlandi,2,,,,,
„Búið að vera að ljúga að okkur alla ævi“,0,,,,,
Stórleikur Martins og Styrmir fagnaði,2,,,,,
Athugasemd frá menntamálaráðherra,1,,,,,
Stutt stopp við Skógafoss vekur athygli,1,,,,,
Sigur nærir líkama og sál,2,,,,,
Ugla útgáfa í tuttugu ár,1,,,,,
Skiptar skoðanir um hóflegt samkomulag,1,,,,,
"„Gjör rétt, þol ei órétt!“",1,,,,,
„Ursula von der Leyen er ekki dómstóll“,0,,,,,
„Margir eru með þetta í blóðinu“,1,,,,,
Grundvallarágreiningur en jákvæð þróun,1,,,,,
Markverðasti sigurinn frá undirritun Parísarsáttmálans,2,,,,,
Fer beint upp í rúm eftir þetta viðtal,1,,,,,
Púlsinn í 150 allan leikinn,1,,,,,
„Spennt og þakklát fyrir tækifærið“,2,,,,,
Landsliðsmaðurinn úlnliðsbrotinn,1,,,,,
Regína Ósk frumflytur nýtt jólalag,1,,,,,
„Hver er þessi drengur?!“,1,,,,,
„Ríkisstjórnin á ekki að blekkja þjóðina“,1,,,,,
Standa undir 37-41% af fólksfjölgun á Íslandi,1,,,,,
Nei við ESB í Noregi úr 43 í 49%,0,,,,,
Funda með Þorgerði Katrínu í næstu viku,1,,,,,
Safna gögnum frá fyrirtækjum,1,,,,,
Myndskeið: Ný landsliðstreyja Íslands,1,,,,,
Skipulagðir brotahópar finna alltaf nýjar leiðir,0,,,,,
Alls konar öðruvísi áreiti,1,,,,,
"Nemendur söfnuðu 4,4 milljónum fyrir Ljósið og Gasa",1,,,,,
Þriggja daga tollastríð,1,,,,,
Valþröng í varnarmálum,0,,,,,
Allt annað en milliriðill vonbrigði,2,,,,,
Fordómar embættismanna útskýri aðgerðaleysi,0,,,,,
Hátíðarhöld frá morgni til kvölds,2,,,,,
Guðni Th. fékk fólk til að hlusta,1,,,,,
Með nýrri stefnu myndi brotaþolum fækka,2,,,,,
Ekki allur þar sem hann er séður,1,,,,,
Vill þyngja námsefni í grunnskólum,1,,,,,
„Yfirleitt hefur fólk tekið mér vel“,2,,,,,
Jón deildi dýrmætu mömmuráði um ástina,1,,,,,
Ísland stendur í stað – Heimir upp um þrjú sæti,1,,,,,
„Þessi ákvörðun er í raun skemmdarverk“,0,,,,,
Stjórnvöld ekki varfærin: „Algjörlega fráleitt“,0,,,,,
„Þarna ætla ég bara að stoppa ykkur af strákar“,1,,,,,
Ísland í verri málum,0,,,,,
„Ég hoppaði og öskraði úr gleði“,2,,,,,
Sænsku meistararnir kaupa þá efnilegustu af FH,2,,,,,
Setjum R í staðinn fyrir S,1,,,,,
Mikill áhugi á uppbyggingu á Bakka,2,,,,,
Ákvörðun ESB ekki fordæmisgefandi,1,,,,,
Daði: Kann ekki að meta „pissa í skóinn“ hagfræði,1,,,,,
Fjöldi dvalarleyfishafa fimmfaldaðist frá 2017,1,,,,,
Vesturlönd eru að missa af lestinni,0,,,,,
Loðnu- og þorskafli minnkað ár frá ári,0,,,,,
Mikil kergja og óánægja í Brussel,0,,,,,
Danmörk studdi Ísland,2,,,,,
Kjaradeilu flugumferðarstjóra vísað í gerðardóm,0,,,,,
Fer ekki með landsliðinu til Færeyja,0,,,,,
Andlát: Daniel Cornic,0,,,,,
ESB virði ekki EES-samninginn meira en raun ber vitni,0,,,,,
Vont tap og Ísland úr leik,0,,,,,
Þarf að bregðast við af fullum þunga,1,,,,,
Ákvörðun ESB á mjög gráu svæði,1,,,,,
Jafngildir um 90-230 milljörðum króna á Íslandi,1,,,,,
Skoða áfram hvort taka skuli upp nýjan gjaldmiðil,1,,,,,
Arnar: Stundum þarftu að fara í gegnum ástarsorg,0,,,,,
Skora á Lilju í formannsframboð,1,,,,,
Kristrún: Þetta er ekki okkur að skapi,0,,,,,
Markaðssetja smygl til landsins á Instagram og TikTok,0,,,,,
Óvænt úrslit í riðli Íslands,1,,,,,
Ísland fékk mikinn skell í Portúgal,0,,,,,
„Mér finnst það alltof dramatískt“,0,,,,,
Gróft brot á samningnum,1,,,,,
Slógu met Íslands og fara á HM,1,,,,,
Er þjófur með lykil að þínum verðmætum?,1,,,,,
Ákvörðunin óvænt í ljósi fyrri yfirlýsinga,1,,,,,
Reynt verði að lágmarka skaðann,1,,,,,
Hagsmunir Íslands í hættu,0,,,,,
„Við erum ósammála ESB“,0,,,,,
Tekur tíma að spila okkur saman,1,,,,,
Matthildur kölluð inn í HM-hópinn,1,,,,,
Trúnaður nauðsynlegur á viðkvæmu stigi málsins,1,,,,,
Þegar drengur verður að manni,1,,,,,
Arctic Adventures og Icelandia í samrunaviðræðum,1,,,,,
Hjörtur og Ragnheiður Guðfinna fóru saman í réttir,1,,,,,
Segir baráttuna hafa ruggað bátnum,0,,,,,
Tylltu sér á toppinn í riðli Íslands,1,,,,,
Minnast ekki orði á það sem enn vantar,1,,,,,
Flugumferðarstjórar boða til yfirvinnubanns,1,,,,,
Vinsæl samfélagsmiðlastjarna ástfanginn af íslenskum víkingi,1,,,,,
Spilum öðruvísi fótbolta en áður,1,,,,,
Margt óráðið enn í Evrópu,0,,,,,
Ísland og Noregur fá ekki undanþágu,1,,,,,
Undirritun frestað vegna ákvörðunar ESB,0,,,,,
Forstjóri Elkem: Nýr veruleiki tekinn við,1,,,,,
Íslensk sumargotssíld vottuð til 2030,1,,,,,
Hvetur alla flokka til að verja EES-samninginn,1,,,,,
Guðrún segir ESB hafa sýnt klærnar,0,,,,,
Sigmundur harðorður og kallar ESB hnignunarbandalag,0,,,,,
Hrikalega fallegur og skemmtilegur völlur,2,,,,,
Alþingi tilnefnir talsmenn fatlaðra í fyrsta skipti,1,,,,,
Spöruðu sér 460 milljarða á Íslandi,2,,,,,
Menn eiga að vera hræddir og stressaðir,0,,,,,
Yrði stórslys að tapa fyrir Íslandi,0,,,,,
Reynum að vinna en ekki hefna,2,,,,,
Við skildum allt sem þær sögðu,1,,,,,
Leikurinn snerist á einu augnabliki,1,,,,,
Mjög þakklát fyrir stuðning Íslands,2,,,,,
20.000 Úkraínumenn – 200 Íslendingar,1,,,,,
Mörk í lokin og draumur Íslands úti,1,,,,,
„Við munum fara á EM 2028“,1,,,,,
„Íslenska kýrin er fornbýliskyn“,1,,,,,
Gagnrýndi Arnar: Mistök að velja ekki Gylfa,0,,,,,
„Þá leið mér eins og hann væri karlinn í tunglinu“,1,,,,,
Ákvörðun um kísiljárn frestað aftur,1,,,,,
Ráðuneytið skautar fram hjá óþægilegri staðreynd,1,,,,,
Heimir: „Augnablikið minnti á leikinn gegn Austurríki“,1,,,,,
Atkvæðagreiðslunni ekki frestað aftur,1,,,,,
Útilokar ekki heimkomu til Íslands,1,,,,,
Fréttaskýring: Vindáttin í loftslagsmálum breytist,1,,,,,
Fleiri stofnar kolmunna en áður var talið,1,,,,,
Ekki forsendubrestur fyrir Evrópuþreifingum,1,,,,,
Már Gunnarsson: „Ég átti bara ekki pening fyrir fimmtíu flugmiðum“,0,,,,,
Hinn franski Frédéric Grobost verður gestakokkur á Skreið,1,,,,,
Ísland yrði í þriðja flokki í umspilinu,1,,,,,
Lifandi sameign í harðri samkeppni,2,,,,,
Ákvörðun um kísilmálm frestað til mánudags,1,,,,,
Gaf Sódómu glænýjan búning,1,,,,,
Örlagastund á morgun,1,,,,,
Getum ekki beðið um mikið meira,0,,,,,
Allir heilir eftir létta æfingu,2,,,,,
Vissi ekki af samningnum við fyrirtækið,1,,,,,
Verður stórt og dramatískt kvöld,2,,,,,
Myndskeið: Svakalegir taktar á lokaæfingu fyrir Úkraínuleikinn,2,,,,,
Tæplega 20 þúsund miðar seldir - 200 Íslendingar,2,,,,,
Arnar um tapið: Einn besti leikurinn okkar,2,,,,,
Gamla ljósmyndin: Nýr meðlimur í 100 leikja klúbbnum,1,,,,,
„Þessi borg er algjört menningarundur“,2,,,,,
Svona er staðan fyrir HM og umspilið,1,,,,,
Auður gefur út nýja plötu,1,,,,,
Efla loftslagsvæna starfsemi á Grundartanga,2,,,,,
Sætur sigur í Bakú og úrslitaleikur fram undan,2,,,,,
„Frábært afrek fyrir mig og mína fjölskyldu“,2,,,,,
Ísland í annað sæti riðilsins,1,,,,,
Var með stórt útisvæði til að halda partý,1,,,,,
Frakkland á HM,1,,,,,
Stýrðum leiknum með og án boltans,1,,,,,
Geggjað að spila með Jóa Berg,0,,,,,
Framleiddu Prada-auglýsingu á íslenskum jökli,1,,,,,
Stefnir í að starfsemi PCC leggist af,1,,,,,
Myndskeið: Ræða Jóhanns eftir leikinn,1,,,,,
Allt er þegar þrennt er,1,,,,,
M-gjöfin: Tveir landsliðsmenn fengu tvö M,1,,,,,
Þjálfari Aserbaísjans: Dómarinn var á móti okkur,0,,,,,
Úrvalsdeildardómarar í úrslitaleik Íslands í Varsjá,1,,,,,
Fór afar fögrum orðum um Jóhann Berg,2,,,,,
„Þar erum við að sumu leyti eftirbátar“,0,,,,,
Segir fundi Kristrúnar og Þorgerðar hafa skilað árangri,2,,,,,
Fundinum frestað til mánudags,1,,,,,
Vill feta í fótspor föður síns,1,,,,,
Arnar verið í vandræðum með svefn,0,,,,,
Leggja beri áherslu á innanríkismálin,1,,,,,
Minningar sem eru ómetanlegar,2,,,,,
Skýr stefna – sterkara Ísland,2,,,,,
Netöryggi vaxandi útflutningsvara,1,,,,,
Allt opið ef við gerum okkar,1,,,,,
Náum ekki árangri ef við erum skattlögð upp í rjáfur,1,,,,,
Ísland tekur þátt í 63 milljarða stuðningi,1,,,,,
Þyrstir í mitt fyrsta stórmót,2,,,,,
Íslensk hugmynd heillar í yfir 30 löndum: „Við stefnum hátt“,2,,,,,
EES-samningurinn að einhverju leyti í uppnámi,0,,,,,
Nefndin kölluð saman ef þörf þykir,1,,,,,
Nýtt met sett,2,,,,,
Þá fær þjálfarinn að finna fyrir því,1,,,,,
Kristrún ræður Karl til að stýra stórfjárfestingum,1,,,,,
Jóhann Berg gaf það í skyn,1,,,,,
„Þá getum við gleymt því að PCC opni aftur“,1,,,,,
Úrgangur sem verður að verðmætum,1,,,,,
Ísland með miklu meiri gæði en Aserbaídsjan,2,,,,,
Vildi horfa á Englandsleikinn fræga á Íslandi,2,,,,,
Líklegt að ósamræmið skerði svefn landsmanna,0,,,,,
Æfði ekki með íslenska liðinu,0,,,,,
Ísland aftarlega í þróun gervigreindar,0,,,,,
Valsmenn ræddu við fyrrverandi landsliðshetju,1,,,,,
Ferðaðist ekki með liðinu – Logi verið veikur,0,,,,,
Hætti næstum við að fara til Jerúsalem,1,,,,,
Hanna: „Við lítum þetta mál alvarlegum augum“,1,,,,,
Við erum sigurstranglegri,2,,,,,
Samningurinn loks orðinn að lögum,1,,,,,
„Það mun aldrei gerast á minni vakt“,0,,,,,
Skemmtilegasti landsleikurinn,2,,,,,
Mælti fyrir brottfararstöð á þingi,1,,,,,
Segir ESB brjóta EES-samninginn,0,,,,,
Engin ákvörðun um að höfða mál gegn ESB,1,,,,,
Serbneskur sigur í Ólafssal,1,,,,,
Eitthvað sem við þurfum að venjast,1,,,,,
Lágmarks virðing að fyrirtæki fái að aðlagast,1,,,,,
Arnar neitaði að greina frá leyndarmálinu,0,,,,,
Auðvitað eigum við möguleika,2,,,,,
Albert í liði umferðarinnar,1,,,,,
Byggir á óskráðum reglum um óbeðinn erindisrekstur,0,,,,,
Sjáum til hvort ég fái fyrsta landsleikinn,1,,,,,
Hefur áhyggjur af auknum einmanaleika ungra manna,0,,,,,
Metfjöldi kom með farþegaskipum,1,,,,,
Jóhann frábær leikmaður og stórkostleg manneskja,2,,,,,
Hrósaði Arnari Gunnlaugssyni í hástert,2,,,,,
Síðustu forvöð að bjarga flakinu,1,,,,,
Eftirsjáin núna er ekki alveg jafn mikil,2,,,,,
Erum á réttri leið og þjóðin tekur eftir því,2,,,,,
Hrósaði íslenska landsliðinu í hástert,2,,,,,
Um 30 Íslendingar í Bakú,1,,,,,
Brjóstmynd af Önnu Borg í Þjóðleikhúsið,1,,,,,
Skoraði á afmælisdeginum og Ísland í A-deild,2,,,,,
Fögnuðu af öllu hjarta í nýju húsnæði,2,,,,,
Hafa ekki hugmynd um að þau taki þátt í stríði,1,,,,,
Skýrsla OECD sýnir fram á vaxandi einmanaleika,0,,,,,
Ólétt í drengsgervi og sökuð um þjófnað áður en hún steig á svið,0,,,,,
Framtíðarskipulag Íslands,1,,,,,
„Verður eitthvað stórkostlegt“,2,,,,,
Vill mat á hvort aðrir eigi að bera hluta kostnaðar,1,,,,,
Hausverkur sem fylgir því að velja landsliðshópinn,0,,,,,
Mikil jákvæðni í okkar leik,2,,,,,
Heimsækja heims- og Evrópumeistarana fyrst,1,,,,,
"„Nei, við áttum sko alls ekki von á þessu“",0,,,,,
Grásleppuveiðar halda vottun í bili,1,,,,,
Helga ljósmóðir vann þrekvirki,2,,,,,
Bumbubúi sem var mjög velkominn,2,,,,,
Tryggja þarf samkeppnishæfni ferðaþjónustunnar,1,,,,,
"„Byggir bragðtegundir, ekki brýr“ – Úr verkfræði yfir í eldhús",1,,,,,
Berserkir unnu LEGO-keppni grunnskóla,2,,,,,
Náðu 700 skráningum í tæka tíð,2,,,,,
Ungfrú Ísland dregur sig úr keppni,0,,,,,
Þurfum bara að vinna leikinn,1,,,,,
Segir að ekki eigi að óttast gervigreind í skólum,2,,,,,
Regína Ósk gerði allt vitlaust í fyrstu tilraun,0,,,,,
„Þú þarft bara að byrja“,1,,,,,
„Ævintýraleg viðurkenning“ Tolla,1,,,,,
Ráðherra hvergi banginn og með „góð tök“ á málinu,2,,,,,
Fjandsamlegt erlendri fjárfestingu,0,,,,,
Grænland íhugar breytingar: Gerði Ísland mistök?,1,,,,,
Setja galeiðuna á flot,1,,,,,
Vildi sýna hvernig ætti að byggja,1,,,,,
Réttur íslenskra borgara tryggður,2,,,,,
Óttast ekki tíð þjálfaraskipti á Hlíðarenda,1,,,,,
Arnar tilkynnti hópinn fyrir HM,1,,,,,
Ísland styrkir endurhæfingu Úkraínumanna,2,,,,,
Kallar á meira alþjóðlegt samstarf – ekki minna,1,,,,,
Hörður gefur okkur aukið jafnvægi,2,,,,,
Botnfiskveiðar endurvottaðar,1,,,,,
Ísland lýkur setu í framkvæmdastjórn UNESCO,1,,,,,
"ESA eða EFTA-dómstóllinn, Björn?",1,,,,,
Atvinnulífið er íslenskunni verst,0,,,,,
Ísland í sannkölluðum dauðariðli,0,,,,,
Gugga í gúmmíbát: „Ég er komin til að vera“,1,,,,,
Regína slær í gegn með óvæntum samruna,1,,,,,
Hefur sinnt krísum í 40 ár,1,,,,,
„Hann átti stórkostlegan leik“,2,,,,,
Af hverju viljum við efla hlutabréfamarkaðinn?,1,,,,,
„Heldur þú að mér finnist gaman að selja pillur úr skottinu á bílnum mínum?“,1,,,,,
Hvernig kemst kvennalandsliðið á HM?,1,,,,,
Arnar gerir tvær breytingar – Jóhann Berg snýr aftur,1,,,,,
Arnar ræddi samskipti sín við Jóhann Berg,1,,,,,
Geta lagað sig að hvaða aðstæðum sem er,2,,,,,
Saga Nýja Íslands mikilvæg í Kanada,2,,,,,
Alfreð hissa á íslenska liðinu,2,,,,,
Þegar húsið brennur er betra að standa fyrir utan,1,,,,,
Heilsársdekk ekki alltaf hentug í íslensku vetrarfæri,0,,,,,
Stríðið í Súdan birtingarmynd skeytingarleysis,0,,,,,
„Hún var lúmsk og bauð mér í göngutúr“,0,,,,,
„Aðför að rekstri bílaleiga í landinu“,0,,,,,
Fór en var samt um kyrrt,1,,,,,
Elín Katla setti þrjú Íslandsmet,1,,,,,
Íslenskur meistari númer eitt í klúbbnum,2,,,,,
Íslenska landsliðið svaraði fyrir sig,2,,,,,
Orkuskipti og gervigreind,1,,,,,
Instagram: Arna og Jacko ástfangin í tvö ár,1,,,,,
„Gjafirnar gera hlutina vissulega miklu betri“,2,,,,,
„Næstum því ómögulegt að kaupa fasteign í dag“,0,,,,,
